Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
Glyma.10G048100	K12129	PRR7; pseudo-response regulator 7	http://www.genome.jp/dbget-bin/www_bget?ko:K12129	ko04712
Glyma.10G048200	K00939	adk, AK; adenylate kinase [EC:2.7.4.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K00939	ko00230;ko00730;ko01100;ko01110;ko01130
Glyma.10G048300	K10878	SPO11; meiotic recombination protein SPO11	http://www.genome.jp/dbget-bin/www_bget?ko:K10878	ko04113
Glyma.10G048600	K02930	RP-L4e, RPL4; large subunit ribosomal protein L4e	http://www.genome.jp/dbget-bin/www_bget?ko:K02930	ko03010
Glyma.10G048700	K10643	CNOT4, NOT4, MOT2; CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10643	ko03018
Glyma.10G048800	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G048900	K08065	NFYB; nuclear transcription Y subunit beta	http://www.genome.jp/dbget-bin/www_bget?ko:K08065	ko04612;ko05152;ko05166
Glyma.10G049100	K10590	TRIP12; E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K10590	ko04120
Glyma.10G049400	K02973	RP-S23e, RPS23; small subunit ribosomal protein S23e	http://www.genome.jp/dbget-bin/www_bget?ko:K02973	ko03010
Glyma.10G049900	K09539	DNAJC19; DnaJ homolog subfamily C member 19	http://www.genome.jp/dbget-bin/www_bget?ko:K09539	_
Glyma.10G050100	K20869	IRX9; putative beta-1,4-xylosyltransferase IRX9 [EC:2.4.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20869	_
Glyma.10G050300	K07252	DOLPP1; dolichyldiphosphatase [EC:3.6.1.43]	http://www.genome.jp/dbget-bin/www_bget?ko:K07252	ko00510
Glyma.10G050800	K00430	E1.11.1.7; peroxidase [EC:1.11.1.7]	http://www.genome.jp/dbget-bin/www_bget?ko:K00430	ko00940;ko01100;ko01110
Glyma.10G051100	K08770	UBC; ubiquitin C	http://www.genome.jp/dbget-bin/www_bget?ko:K08770	ko03320
Glyma.10G051200	K19041	RNF38_44; E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19041	_
Glyma.10G051400	K08506	SYP7; syntaxin of plants SYP7	http://www.genome.jp/dbget-bin/www_bget?ko:K08506	ko04130
Glyma.10G052000	K10604	MGRN1; E3 ubiquitin-protein ligase MGRN1 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10604	ko04120;ko04340
Glyma.10G052500	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G052600	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G052700	K02152	ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G	http://www.genome.jp/dbget-bin/www_bget?ko:K02152	ko00190;ko01100;ko04145;ko04150;ko04721;ko04966;ko05110;ko05120;ko05165;ko05323
Glyma.10G053100	K02870	RP-L12e, RPL12; large subunit ribosomal protein L12e	http://www.genome.jp/dbget-bin/www_bget?ko:K02870	ko03010
Glyma.10G053500	K14486	K14486, ARF; auxin response factor	http://www.genome.jp/dbget-bin/www_bget?ko:K14486	ko04075
Glyma.10G053800	K22522	LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22522	_
Glyma.10G053900	K05391	CNGC; cyclic nucleotide gated channel, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K05391	ko04626
Glyma.10G054200	K08235	E2.4.1.207; xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]	http://www.genome.jp/dbget-bin/www_bget?ko:K08235	_
Glyma.10G054400	K15032	MTERFD; mTERF domain-containing protein, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K15032	_
Glyma.10G054500	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K00789	ko00270;ko01100;ko01110;ko01230
Glyma.10G054700	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.10G055000	K05658	ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K05658	ko02010;ko04976;ko05206;ko05226
Glyma.10G055100	K14303	NUP160, NUP120; nuclear pore complex protein Nup160	http://www.genome.jp/dbget-bin/www_bget?ko:K14303	ko03013
Glyma.10G055200	K14821	BUD20; bud site selection protein 20	http://www.genome.jp/dbget-bin/www_bget?ko:K14821	_
Glyma.10G055600	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G055800	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G055900	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056000	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056200	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056300	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056400	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056500	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056600	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G056900	K14649	TAF8; transcription initiation factor TFIID subunit 8	http://www.genome.jp/dbget-bin/www_bget?ko:K14649	ko03022
Glyma.10G057000	K23566	MMGT1, EMG5; membrane magnesium transporter 1	http://www.genome.jp/dbget-bin/www_bget?ko:K23566	_
Glyma.10G057100	K13525	VCP, CDC48; transitional endoplasmic reticulum ATPase	http://www.genome.jp/dbget-bin/www_bget?ko:K13525	ko04141;ko05134
Glyma.10G057400	K16221	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)	http://www.genome.jp/dbget-bin/www_bget?ko:K16221	ko04712
Glyma.10G057600	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G057900	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G058000	K00856	E2.7.1.20, ADK; adenosine kinase [EC:2.7.1.20]	http://www.genome.jp/dbget-bin/www_bget?ko:K00856	ko00230;ko01100
Glyma.10G058100	K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K00030	ko00020;ko01100;ko01110;ko01120;ko01130;ko01200;ko01210;ko01230
Glyma.10G058200	K10775	PAL; phenylalanine ammonia-lyase [EC:4.3.1.24]	http://www.genome.jp/dbget-bin/www_bget?ko:K10775	ko00360;ko00940;ko01100;ko01110
Glyma.10G058300	K14513	EIN2; ethylene-insensitive protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K14513	ko04016;ko04075
Glyma.10G058500	K11294	NCL, NSR1; nucleolin	http://www.genome.jp/dbget-bin/www_bget?ko:K11294	ko05130
Glyma.10G058701	K10532	HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	http://www.genome.jp/dbget-bin/www_bget?ko:K10532	ko00531;ko01100;ko04142
Glyma.10G058900	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	http://www.genome.jp/dbget-bin/www_bget?ko:K11584	ko03015;ko04071;ko04113;ko04114;ko04151;ko04152;ko04261;ko04728;ko05165
Glyma.10G059000	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.10G059200	K01674	cah; carbonic anhydrase [EC:4.2.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01674	ko00910;ko01100
Glyma.10G059400	K01674	cah; carbonic anhydrase [EC:4.2.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01674	ko00910;ko01100
Glyma.10G059500	K01803	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K01803	ko00010;ko00051;ko00562;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230
Glyma.10G059900	K07910	RAB18; Ras-related protein Rab-18	http://www.genome.jp/dbget-bin/www_bget?ko:K07910	_
Glyma.10G060000	K00889	PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	http://www.genome.jp/dbget-bin/www_bget?ko:K00889	ko00562;ko01100;ko04011;ko04070;ko04072;ko04139;ko04144;ko04666;ko04810;ko05135;ko05231
Glyma.10G060200	K01915	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01915	ko00220;ko00250;ko00630;ko00910;ko01100;ko01120;ko01230;ko02020;ko04217;ko04724;ko04727
Glyma.10G060700	K13065	E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]	http://www.genome.jp/dbget-bin/www_bget?ko:K13065	ko00940;ko00941;ko00945;ko01100;ko01110
Glyma.10G061900	K13065	E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]	http://www.genome.jp/dbget-bin/www_bget?ko:K13065	ko00940;ko00941;ko00945;ko01100;ko01110
Glyma.10G062200	K13496	UGT73C; UDP-glucosyltransferase 73C [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13496	ko00908;ko01110
Glyma.10G062400	K11254	H4; histone H4	http://www.genome.jp/dbget-bin/www_bget?ko:K11254	ko05034;ko05203;ko05322
Glyma.10G062600	K13496	UGT73C; UDP-glucosyltransferase 73C [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13496	ko00908;ko01110
Glyma.10G062900	K09837	LUT1, CYP97C1; carotenoid epsilon hydroxylase [EC:1.14.14.158]	http://www.genome.jp/dbget-bin/www_bget?ko:K09837	ko00906;ko01100;ko01110
Glyma.10G063100	K03457	TC.NCS1; nucleobase:cation symporter-1, NCS1 family	http://www.genome.jp/dbget-bin/www_bget?ko:K03457	_
Glyma.10G063400	K12185	VPS37; ESCRT-I complex subunit VPS37	http://www.genome.jp/dbget-bin/www_bget?ko:K12185	ko04144
Glyma.10G063500	K19373	DNAJC28; DnaJ homolog subfamily C member 28	http://www.genome.jp/dbget-bin/www_bget?ko:K19373	_
Glyma.10G063700	K13126	PABPC; polyadenylate-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K13126	ko03013;ko03015;ko03018
Glyma.10G064000	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01754	ko00260;ko00290;ko01100;ko01110;ko01130;ko01200;ko01230
Glyma.10G064200	K18789	XGD1; xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K18789	_
Glyma.10G064300	K18789	XGD1; xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K18789	_
Glyma.10G064600	K08832	SRPK3, STK23; serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08832	_
Glyma.10G064700	K09338	HD-ZIP; homeobox-leucine zipper protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09338	_
Glyma.10G065000	K00873	PK, pyk; pyruvate kinase [EC:2.7.1.40]	http://www.genome.jp/dbget-bin/www_bget?ko:K00873	ko00010;ko00230;ko00620;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko04922;ko04930;ko05165;ko05203;ko05230
Glyma.10G065100	K09903	pyrH; uridylate kinase [EC:2.7.4.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K09903	ko00240;ko01100
Glyma.10G065200	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G065300	K02527	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K02527	ko00540;ko01100
Glyma.10G065500	K06934	K06934; uncharacterized protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06934	_
Glyma.10G065600	K13680	CSLA; beta-mannan synthase [EC:2.4.1.32]	http://www.genome.jp/dbget-bin/www_bget?ko:K13680	_
Glyma.10G065800	K20457	DHFS; dihydrofolate synthase [EC:6.3.2.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K20457	ko00790;ko01100
Glyma.10G066000	K14510	CTR1; serine/threonine-protein kinase CTR1 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K14510	ko04016;ko04075
Glyma.10G066100	K09419	HSFF; heat shock transcription factor, other eukaryote	http://www.genome.jp/dbget-bin/www_bget?ko:K09419	_
Glyma.10G066200	K14847	RPF2; ribosome production factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K14847	_
Glyma.10G066300	K14400	PCF11; pre-mRNA cleavage complex 2 protein Pcf11	http://www.genome.jp/dbget-bin/www_bget?ko:K14400	ko03015
Glyma.10G066500	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	http://www.genome.jp/dbget-bin/www_bget?ko:K02896	ko03010
Glyma.10G066700	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K01623	ko00010;ko00030;ko00051;ko00680;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko04066
Glyma.10G066900	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.10G067000	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.10G067400	K08286	E2.7.11.-; protein-serine/threonine kinase [EC:2.7.11.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08286	_
Glyma.10G067500	K08232	E1.6.5.4; monodehydroascorbate reductase (NADH) [EC:1.6.5.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K08232	ko00053;ko01100
Glyma.10G067800	K02943	RP-LP2, RPLP2; large subunit ribosomal protein LP2	http://www.genome.jp/dbget-bin/www_bget?ko:K02943	ko03010
Glyma.10G068100	K15200	GTF3C2; general transcription factor 3C polypeptide 2	http://www.genome.jp/dbget-bin/www_bget?ko:K15200	_
Glyma.10G068700	K23166	OPA3; optic atrophy 3 protein	http://www.genome.jp/dbget-bin/www_bget?ko:K23166	_
Glyma.10G069500	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G069600	K07904	RAB11A; Ras-related protein Rab-11A	http://www.genome.jp/dbget-bin/www_bget?ko:K07904	ko04144;ko04961;ko04962;ko04972;ko05164
Glyma.10G069800	K04567	KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K04567	ko00970
Glyma.10G070000	K03349	APC2; anaphase-promoting complex subunit 2	http://www.genome.jp/dbget-bin/www_bget?ko:K03349	ko04110;ko04111;ko04113;ko04114;ko04120;ko04914;ko05166
Glyma.10G070100	K09833	HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	http://www.genome.jp/dbget-bin/www_bget?ko:K09833	ko00130;ko01100;ko01110
Glyma.10G070200	K09833	HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	http://www.genome.jp/dbget-bin/www_bget?ko:K09833	ko00130;ko01100;ko01110
Glyma.10G070300	K09833	HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	http://www.genome.jp/dbget-bin/www_bget?ko:K09833	ko00130;ko01100;ko01110
Glyma.10G070700	K03126	TAF12; transcription initiation factor TFIID subunit 12	http://www.genome.jp/dbget-bin/www_bget?ko:K03126	ko03022
Glyma.10G071000	K22390	ACP7; acid phosphatase type 7	http://www.genome.jp/dbget-bin/www_bget?ko:K22390	_
Glyma.10G071200	K08658	RCE1, FACE2; prenyl protein peptidase [EC:3.4.22.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08658	ko00900;ko01110;ko01130
Glyma.10G071400	K06910	PEBP1, TFS1; phosphatidylethanolamine-binding protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06910	_
Glyma.10G071500	K20363	YIPF5_7, YIP1; protein YIPF5/7	http://www.genome.jp/dbget-bin/www_bget?ko:K20363	_
Glyma.10G071700	K14432	ABF; ABA responsive element binding factor	http://www.genome.jp/dbget-bin/www_bget?ko:K14432	ko04075
Glyma.10G071800	K03531	ftsZ; cell division protein FtsZ	http://www.genome.jp/dbget-bin/www_bget?ko:K03531	ko04112
Glyma.10G072100	K15322	TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K15322	_
Glyma.10G073300	K12847	USP39, SAD1; U4/U6.U5 tri-snRNP-associated protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12847	ko03040
Glyma.10G074100	K17285	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K17285	ko00920;ko01100
Glyma.10G074500	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.10G074800	K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	http://www.genome.jp/dbget-bin/www_bget?ko:K01193	ko00052;ko00500;ko01100;ko01110
Glyma.10G075200	K17917	SNX1_2; sorting nexin-1/2	http://www.genome.jp/dbget-bin/www_bget?ko:K17917	ko04144
Glyma.10G075300	K09667	OGT; protein O-GlcNAc transferase [EC:2.4.1.255]	http://www.genome.jp/dbget-bin/www_bget?ko:K09667	ko00514;ko04931
Glyma.10G076000	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.10G076100	K09287	RAV; RAV-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09287	_
Glyma.10G076400	K02962	RP-S17e, RPS17; small subunit ribosomal protein S17e	http://www.genome.jp/dbget-bin/www_bget?ko:K02962	ko03010
Glyma.10G077600	K10704	UBE2V; ubiquitin-conjugating enzyme E2 variant	http://www.genome.jp/dbget-bin/www_bget?ko:K10704	ko04624;ko05131
Glyma.10G077900	K17338	REEP1_2_3_4; receptor expression-enhancing protein 1/2/3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K17338	_
Glyma.10G078200	K06620	E2F3; transcription factor E2F3	http://www.genome.jp/dbget-bin/www_bget?ko:K06620	ko01522;ko04110;ko04218;ko04934;ko05160;ko05161;ko05163;ko05166;ko05167;ko05169;ko05200;ko05206;ko05212;ko05214;ko05215;ko05218;ko05219;ko05220;ko05222;ko05223;ko05224;ko05225;ko05226
Glyma.10G078400	K03386	PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K03386	ko04214
Glyma.10G078500	K22522	LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22522	_
Glyma.10G078700	K19513	CLEC16A; protein CLEC16A	http://www.genome.jp/dbget-bin/www_bget?ko:K19513	_
Glyma.10G078851	K19513	CLEC16A; protein CLEC16A	http://www.genome.jp/dbget-bin/www_bget?ko:K19513	_
Glyma.10G080050	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	http://www.genome.jp/dbget-bin/www_bget?ko:K02896	ko03010
Glyma.10G081300	K00924	E2.7.1.-; kinase [EC:2.7.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K00924	_
Glyma.10G081400	K14842	NSA2; ribosome biogenesis protein NSA2	http://www.genome.jp/dbget-bin/www_bget?ko:K14842	_
Glyma.10G082300	K21843	TTC7; tetratricopeptide repeat protein 7	http://www.genome.jp/dbget-bin/www_bget?ko:K21843	_
Glyma.10G082400	K08486	STX1B_2_3; syntaxin 1B/2/3	http://www.genome.jp/dbget-bin/www_bget?ko:K08486	ko04130;ko04721
Glyma.10G082500	K08486	STX1B_2_3; syntaxin 1B/2/3	http://www.genome.jp/dbget-bin/www_bget?ko:K08486	ko04130;ko04721
Glyma.10G082800	K08064	NFYA; nuclear transcription factor Y, alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K08064	ko04612;ko05017;ko05152
Glyma.10G082900	K15455	DPH3, KTI11; diphthamide biosynthesis protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K15455	_
Glyma.10G083400	K17479	GRXCR1; glutaredoxin domain-containing cysteine-rich protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17479	_
Glyma.10G083800	K04082	hscB, HSCB, HSC20; molecular chaperone HscB	http://www.genome.jp/dbget-bin/www_bget?ko:K04082	_
Glyma.10G084000	K13412	CPK; calcium-dependent protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13412	ko04626;ko05145
Glyma.10G084300	K20827	RPAP2; RNA polymerase II-associated protein 2 [EC:3.1.3.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K20827	_
Glyma.10G084500	K19043	RHF; E3 ubiquitin-protein ligase RHF [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K19043	_
Glyma.10G086600	K07024	SPP; sucrose-6-phosphatase [EC:3.1.3.24]	http://www.genome.jp/dbget-bin/www_bget?ko:K07024	ko00500;ko01110
Glyma.10G086700	K09835	crtISO, crtH; prolycopene isomerase [EC:5.2.1.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K09835	ko00906;ko01100;ko01110
Glyma.10G087100	K13412	CPK; calcium-dependent protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K13412	ko04626;ko05145
Glyma.10G088000	K01301	NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]	http://www.genome.jp/dbget-bin/www_bget?ko:K01301	_
Glyma.10G088400	K15283	SLC35E1; solute carrier family 35, member E1	http://www.genome.jp/dbget-bin/www_bget?ko:K15283	_
Glyma.10G088900	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K01184	ko00040;ko01100
Glyma.10G089000	K22522	LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22522	_
Glyma.10G089200	K16615	PARP7; actin-related protein 7, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K16615	_
Glyma.10G089600	K05539	dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K05539	_
Glyma.10G090000	K03164	TOP2; DNA topoisomerase II [EC:5.6.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K03164	ko01524
Glyma.10G090500	K00559	SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]	http://www.genome.jp/dbget-bin/www_bget?ko:K00559	ko00100;ko01100;ko01110;ko01130
Glyma.10G090600	K00276	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	http://www.genome.jp/dbget-bin/www_bget?ko:K00276	ko00260;ko00350;ko00360;ko00410;ko00950;ko00960;ko01100;ko01110
Glyma.10G090700	K13366	MPAO, PAO1; polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K13366	ko00330;ko00410;ko01100
Glyma.10G091000	K01205	NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]	http://www.genome.jp/dbget-bin/www_bget?ko:K01205	ko00531;ko01100;ko04142
Glyma.10G091400	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.10G091800	K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	http://www.genome.jp/dbget-bin/www_bget?ko:K00549	ko00270;ko00450;ko01100;ko01110;ko01230
Glyma.10G092100	K14431	TGA; transcription factor TGA	http://www.genome.jp/dbget-bin/www_bget?ko:K14431	ko04075
Glyma.10G092200	K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	http://www.genome.jp/dbget-bin/www_bget?ko:K00549	ko00270;ko00450;ko01100;ko01110;ko01230
Glyma.10G092700	K07904	RAB11A; Ras-related protein Rab-11A	http://www.genome.jp/dbget-bin/www_bget?ko:K07904	ko04144;ko04961;ko04962;ko04972;ko05164
Glyma.10G093300	K18342	OTUD6; OTU domain-containing protein 6 [EC:3.4.19.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K18342	_
Glyma.10G093400	K20368	CNIH, ERV14; protein cornichon	http://www.genome.jp/dbget-bin/www_bget?ko:K20368	_
Glyma.10G094000	K15015	SLC32A, VGAT; solute carrier family 32 (vesicular inhibitory amino acid transporter)	http://www.genome.jp/dbget-bin/www_bget?ko:K15015	ko04721;ko04723;ko04727;ko05032;ko05033
