Chr	start	end	number	type	color
chr5	33500000	33599999	2	rect	green
chr5	33600000	33699999	7	rect	green
chr5	33700000	33799999	2	rect	green
chr5	34000000	34099999	1	rect	green
chr5	34100000	34199999	3	rect	green
chr5	34200000	34299999	2	rect	green
chr5	34300000	34399999	1	rect	green
chr5	34400000	34499999	6	rect	green
chr5	34500000	34599999	3	rect	green
chr5	34700000	34799999	4	rect	green
chr5	34900000	34999999	1	rect	green
chr5	35000000	35099999	3	rect	green
chr5	35100000	35199999	2	rect	green
chr5	35200000	35299999	2	rect	green
chr5	35300000	35399999	3	rect	green
chr5	35400000	35499999	2	rect	green
chr5	35500000	35599999	1	rect	green
chr5	35600000	35699999	1	rect	green
chr5	35700000	35799999	3	rect	green
chr5	35800000	35899999	2	rect	green
chr5	35900000	35999999	2	rect	green
chr5	36000000	36099999	8	rect	green
chr5	36100000	36199999	2	rect	green
chr5	36300000	36399999	3	rect	green
chr5	36400000	36499999	1	rect	green
chr5	36500000	36599999	3	rect	green
chr5	36700000	36799999	3	rect	green
chr5	36800000	36899999	4	rect	green
chr5	36900000	36999999	3	rect	green
chr5	37000000	37099999	5	rect	green
chr5	37100000	37199999	3	rect	green
chr5	37300000	37399999	1	rect	green
chr5	37400000	37499999	3	rect	green
chr5	37500000	37599999	1	rect	green
chr5	37600000	37699999	2	rect	green
chr5	37800000	37899999	1	rect	green
chr5	37900000	37999999	3	rect	green
chr5	38000000	38099999	1	rect	green
chr5	38300000	38399999	2	rect	green
chr5	38400000	38499999	2	rect	green
chr5	38500000	38599999	4	rect	green
chr5	38600000	38699999	3	rect	green
chr5	38700000	38799999	4	rect	green
chr5	38800000	38899999	4	rect	green
chr5	38900000	38999999	3	rect	green
chr5	39000000	39099999	2	rect	green
chr5	39100000	39199999	2	rect	green
chr5	39200000	39299999	1	rect	green
chr5	39400000	39499999	2	rect	green
chr5	39500000	39599999	6	rect	green
chr5	39600000	39699999	3	rect	green
chr5	39700000	39799999	6	rect	green
chr5	39800000	39899999	1	rect	green
chr5	39900000	39999999	3	rect	green
chr5	40000000	40099999	5	rect	green
chr5	40100000	40199999	4	rect	green
chr5	40200000	40299999	1	rect	green
chr5	40300000	40399999	1	rect	green
chr5	40500000	40599999	2	rect	green
chr5	40600000	40699999	5	rect	green
chr5	40700000	40799999	4	rect	green
chr5	40800000	40899999	2	rect	green
chr5	40900000	40999999	1	rect	green
chr5	41000000	41099999	2	rect	green
chr5	41100000	41199999	2	rect	green
chr5	41200000	41299999	3	rect	green
chr5	41300000	41399999	3	rect	green
chr5	41400000	41499999	3	rect	green
chr5	41500000	41599999	3	rect	green
chr5	41600000	41699999	3	rect	green
chr5	41700000	41799999	3	rect	green
chr5	41800000	41899999	2	rect	green
chr5	42000000	42099999	3	rect	green
chr5	42100000	42199999	3	rect	green
chr5	42200000	42299999	1	rect	green
chr5	42300000	42399999	7	rect	green
chr5	42400000	42499999	2	rect	green
chr5	42500000	42599999	4	rect	green
chr5	42700000	42799999	1	rect	green
chr5	42900000	42999999	1	rect	green
chr5	43000000	43099999	3	rect	green
chr5	43100000	43199999	1	rect	green
chr5	43200000	43299999	2	rect	green
chr5	43300000	43399999	1	rect	green
chr5	43500000	43599999	3	rect	green
chr5	43700000	43799999	3	rect	green
chr5	43800000	43899999	3	rect	green
chr5	43900000	43999999	3	rect	green
chr5	44000000	44099999	3	rect	green
chr5	44100000	44199999	3	rect	green
chr5	44200000	44299999	1	rect	green
chr5	44300000	44399999	3	rect	green
chr5	44400000	44499999	2	rect	green
chr5	44500000	44599999	1	rect	green
chr5	44600000	44699999	5	rect	green
chr5	44700000	44799999	2	rect	green
chr5	44800000	44899999	1	rect	green
chr5	44900000	44999999	1	rect	green
chr5	45100000	45199999	3	rect	green
chr5	45200000	45299999	4	rect	green
chr5	45300000	45399999	2	rect	green
chr5	45500000	45599999	1	rect	green
chr5	45600000	45699999	1	rect	green
chr5	45800000	45899999	2	rect	green
chr5	45900000	45999999	3	rect	green
chr5	46000000	46099999	4	rect	green
chr5	46200000	46299999	2	rect	green
chr5	46300000	46399999	4	rect	green
chr5	46400000	46499999	3	rect	green
chr5	46500000	46599999	1	rect	green
chr5	46600000	46699999	4	rect	green
chr5	46700000	46799999	3	rect	green
chr5	46800000	46899999	3	rect	green
chr5	47100000	47199999	1	rect	green
chr5	47200000	47299999	3	rect	green
chr5	47300000	47399999	5	rect	green
chr5	47400000	47499999	3	rect	green
chr5	47500000	47599999	2	rect	green
chr5	47600000	47699999	2	rect	green
chr5	47700000	47799999	1	rect	green
chr5	47800000	47899999	3	rect	green
chr5	47900000	47999999	1	rect	green
chr5	48000000	48099999	2	rect	green
chr5	48100000	48199999	1	rect	green
chr5	48200000	48299999	2	rect	green
chr5	48400000	48499999	2	rect	green
chr5	48500000	48599999	3	rect	green
chr5	48600000	48699999	4	rect	green
chr5	48700000	48799999	5	rect	green
chr5	48800000	48899999	3	rect	green
chr5	48900000	48999999	1	rect	green
chr5	49000000	49099999	1	rect	green
chr5	49100000	49199999	2	rect	green
chr5	49200000	49299999	2	rect	green
chr5	49300000	49399999	2	rect	green
chr6	0	99999	3	rect	green
chr6	100000	199999	5	rect	green
chr6	200000	299999	3	rect	green
chr6	300000	399999	2	rect	green
chr6	400000	499999	1	rect	green
chr6	500000	599999	2	rect	green
chr6	600000	699999	1	rect	green
chr6	700000	799999	5	rect	green
chr6	800000	899999	1	rect	green
chr6	900000	999999	2	rect	green
chr6	1000000	1099999	6	rect	green
chr6	1100000	1199999	3	rect	green
chr6	1200000	1299999	3	rect	green
chr6	1300000	1399999	4	rect	green
chr6	1400000	1499999	1	rect	green
chr6	1500000	1599999	1	rect	green
chr6	1600000	1699999	2	rect	green
chr6	1700000	1799999	3	rect	green
chr6	1800000	1899999	7	rect	green
chr6	1900000	1999999	5	rect	green
chr6	2000000	2099999	9	rect	green
chr6	2100000	2199999	9	rect	green
chr6	2200000	2299999	2	rect	green
chr6	2300000	2399999	1	rect	green
chr6	2500000	2599999	2	rect	green
chr6	2600000	2699999	2	rect	green
chr6	2800000	2899999	2	rect	green
chr6	2900000	2999999	1	rect	green
chr6	3000000	3099999	2	rect	green
chr6	3100000	3199999	4	rect	green
chr6	3200000	3299999	5	rect	green
chr6	3300000	3399999	4	rect	green
chr6	3400000	3499999	1	rect	green
chr6	3500000	3599999	2	rect	green
chr6	3600000	3699999	3	rect	green
chr6	3700000	3799999	1	rect	green
chr6	3800000	3899999	1	rect	green
chr6	3900000	3999999	1	rect	green
chr6	4000000	4099999	3	rect	green
chr6	4100000	4199999	3	rect	green
chr6	4200000	4299999	3	rect	green
chr6	4300000	4399999	1	rect	green
chr6	4400000	4499999	3	rect	green
chr6	4500000	4599999	3	rect	green
chr6	4600000	4699999	1	rect	green
chr6	4700000	4799999	2	rect	green
chr6	4800000	4899999	1	rect	green
chr6	4900000	4999999	3	rect	green
chr6	5000000	5099999	1	rect	green
chr6	5100000	5199999	4	rect	green
chr6	5200000	5299999	2	rect	green
chr6	5300000	5399999	5	rect	green
chr6	5400000	5499999	5	rect	green
chr6	5500000	5599999	1	rect	green
chr6	5600000	5699999	1	rect	green
chr6	5700000	5799999	2	rect	green
chr6	5800000	5899999	3	rect	green
chr6	5900000	5999999	1	rect	green
chr6	6000000	6099999	1	rect	green
chr6	6100000	6199999	2	rect	green
chr6	6200000	6299999	5	rect	green
chr6	6300000	6399999	3	rect	green
chr6	6400000	6499999	6	rect	green
chr6	6500000	6599999	1	rect	green
chr6	6600000	6699999	3	rect	green
chr6	6700000	6799999	4	rect	green
chr6	6800000	6899999	3	rect	green
chr6	6900000	6999999	1	rect	green
chr6	7000000	7099999	3	rect	green
chr6	7100000	7199999	3	rect	green
chr6	7200000	7299999	3	rect	green
chr6	7300000	7399999	4	rect	green
chr6	7400000	7499999	2	rect	green
chr6	7500000	7599999	1	rect	green
chr6	7600000	7699999	4	rect	green
chr6	7700000	7799999	4	rect	green
chr6	7800000	7899999	4	rect	green
chr6	7900000	7999999	5	rect	green
chr6	8100000	8199999	1	rect	green
chr6	8200000	8299999	4	rect	green
chr6	8300000	8399999	1	rect	green
chr6	8400000	8499999	3	rect	green
chr6	8500000	8599999	4	rect	green
chr6	8600000	8699999	1	rect	green
chr6	8800000	8899999	2	rect	green
chr6	9000000	9099999	7	rect	green
chr6	9100000	9199999	3	rect	green
chr6	9200000	9299999	3	rect	green
chr6	9400000	9499999	3	rect	green
chr6	9500000	9599999	5	rect	green
chr6	9600000	9699999	1	rect	green
chr6	9700000	9799999	3	rect	green
chr6	9800000	9899999	1	rect	green
chr6	9900000	9999999	6	rect	green
chr6	10000000	10099999	3	rect	green
chr6	10100000	10199999	6	rect	green
chr6	10200000	10299999	2	rect	green
chr6	10300000	10399999	3	rect	green
chr6	10400000	10499999	3	rect	green
chr6	10500000	10599999	4	rect	green
chr6	10600000	10699999	1	rect	green
chr6	10700000	10799999	1	rect	green
chr6	10800000	10899999	2	rect	green
chr6	10900000	10999999	1	rect	green
chr6	11000000	11099999	1	rect	green
chr6	11100000	11199999	4	rect	green
chr6	11200000	11299999	2	rect	green
chr6	11300000	11399999	1	rect	green
chr6	11400000	11499999	3	rect	green
chr6	11500000	11599999	3	rect	green
chr6	11600000	11699999	2	rect	green
chr6	11700000	11799999	2	rect	green
chr6	11800000	11899999	1	rect	green
chr6	11900000	11999999	2	rect	green
chr6	12000000	12099999	5	rect	green
chr6	12100000	12199999	1	rect	green
chr6	12200000	12299999	1	rect	green
chr6	12300000	12399999	1	rect	green
chr6	12400000	12499999	1	rect	green
chr6	12600000	12699999	2	rect	green
chr6	12700000	12799999	5	rect	green
chr6	12800000	12899999	7	rect	green
chr6	12900000	12999999	6	rect	green
chr6	13000000	13099999	1	rect	green
chr6	13200000	13299999	5	rect	green
chr6	13300000	13399999	2	rect	green
chr6	13400000	13499999	2	rect	green
chr6	13500000	13599999	1	rect	green
chr6	13600000	13699999	4	rect	green
chr6	13700000	13799999	5	rect	green
chr6	13800000	13899999	1	rect	green
chr6	13900000	13999999	2	rect	green
chr6	14000000	14099999	2	rect	green
chr6	14100000	14199999	1	rect	green
chr6	14200000	14299999	4	rect	green
chr6	14300000	14399999	2	rect	green
chr6	14400000	14499999	3	rect	green
chr6	14500000	14599999	3	rect	green
chr6	14600000	14699999	5	rect	green
chr6	14700000	14799999	3	rect	green
chr6	14800000	14899999	4	rect	green
chr6	14900000	14999999	3	rect	green
chr6	15000000	15099999	3	rect	green
chr6	15100000	15199999	1	rect	green
chr6	15200000	15299999	4	rect	green
chr6	15300000	15399999	2	rect	green
chr6	15400000	15499999	1	rect	green
chr6	15500000	15599999	1	rect	green
chr6	15600000	15699999	4	rect	green
chr6	15700000	15799999	4	rect	green
chr6	15800000	15899999	4	rect	green
chr6	15900000	15999999	1	rect	green
chr6	16000000	16099999	1	rect	green
chr6	16100000	16199999	1	rect	green
chr6	16200000	16299999	1	rect	green
chr6	16500000	16599999	2	rect	green
chr6	16600000	16699999	1	rect	green
chr6	16700000	16799999	3	rect	green
chr6	16800000	16899999	3	rect	green
chr6	16900000	16999999	4	rect	green
chr6	17000000	17099999	5	rect	green
chr6	17100000	17199999	2	rect	green
chr6	17200000	17299999	3	rect	green
chr6	17300000	17399999	2	rect	green
chr6	17400000	17499999	2	rect	green
chr6	17500000	17599999	3	rect	green
chr6	17700000	17799999	2	rect	green
chr6	17800000	17899999	8	rect	green
chr6	17900000	17999999	1	rect	green
chr6	18000000	18099999	5	rect	green
chr6	18100000	18199999	3	rect	green
chr6	18200000	18299999	3	rect	green
chr6	18300000	18399999	4	rect	green
chr6	18400000	18499999	1	rect	green
chr6	18500000	18599999	4	rect	green
chr6	18600000	18699999	1	rect	green
chr6	18700000	18799999	2	rect	green
chr6	18800000	18899999	2	rect	green
chr6	18900000	18999999	3	rect	green
chr6	19000000	19099999	1	rect	green
chr6	19100000	19199999	3	rect	green
chr6	19200000	19299999	2	rect	green
chr6	19300000	19399999	2	rect	green
chr6	19400000	19499999	1	rect	green
chr6	19500000	19599999	3	rect	green
chr6	19600000	19699999	2	rect	green
chr6	19700000	19799999	2	rect	green
chr6	19800000	19899999	4	rect	green
chr6	20000000	20099999	4	rect	green
chr6	20100000	20199999	3	rect	green
chr6	20200000	20299999	1	rect	green
chr6	20300000	20399999	4	rect	green
chr6	20400000	20499999	2	rect	green
chr6	20500000	20599999	2	rect	green
chr6	20600000	20699999	2	rect	green
chr6	20700000	20799999	4	rect	green
chr6	20800000	20899999	2	rect	green
chr6	20900000	20999999	6	rect	green
chr6	21000000	21099999	2	rect	green
chr6	21300000	21399999	2	rect	green
chr6	21400000	21499999	2	rect	green
chr6	21500000	21599999	2	rect	green
chr6	21700000	21799999	2	rect	green
chr6	21800000	21899999	2	rect	green
chr6	21900000	21999999	1	rect	green
chr6	22300000	22399999	1	rect	green
chr6	22400000	22499999	3	rect	green
chr6	22500000	22599999	1	rect	green
chr6	22600000	22699999	4	rect	green
chr6	22700000	22799999	3	rect	green
chr6	22800000	22899999	1	rect	green
chr6	22900000	22999999	2	rect	green
chr6	23100000	23199999	3	rect	green
chr6	23200000	23299999	2	rect	green
chr6	23400000	23499999	2	rect	green
chr6	23500000	23599999	2	rect	green
chr7	0	99999	1	rect	green
chr7	100000	199999	2	rect	green
chr7	200000	299999	1	rect	green
chr7	300000	399999	1	rect	green
chr7	400000	499999	4	rect	green
chr7	700000	799999	2	rect	green
chr7	800000	899999	3	rect	green
chr7	900000	999999	1	rect	green
chr7	1300000	1399999	3	rect	green
chr7	1400000	1499999	4	rect	green
chr7	1600000	1699999	3	rect	green
chr7	1700000	1799999	2	rect	green
chr7	1800000	1899999	4	rect	green
chr7	1900000	1999999	4	rect	green
chr7	2000000	2099999	1	rect	green
chr7	2100000	2199999	2	rect	green
chr7	2200000	2299999	4	rect	green
chr7	2300000	2399999	5	rect	green
chr7	2400000	2499999	4	rect	green
chr7	2900000	2999999	2	rect	green
chr7	3000000	3099999	4	rect	green
chr7	3200000	3299999	4	rect	green
chr7	3300000	3399999	1	rect	green
chr7	3400000	3499999	4	rect	green
chr7	3600000	3699999	1	rect	green
chr7	3700000	3799999	2	rect	green
chr7	3900000	3999999	4	rect	green
chr7	4000000	4099999	6	rect	green
chr7	4200000	4299999	1	rect	green
chr7	4300000	4399999	1	rect	green
chr7	4400000	4499999	2	rect	green
chr7	4500000	4599999	1	rect	green
chr7	4600000	4699999	1	rect	green
chr7	4700000	4799999	3	rect	green
chr7	4800000	4899999	3	rect	green
chr7	4900000	4999999	1	rect	green
chr7	5000000	5099999	3	rect	green
chr7	5100000	5199999	3	rect	green
chr7	5200000	5299999	2	rect	green
chr7	5300000	5399999	2	rect	green
chr7	5400000	5499999	5	rect	green
chr7	5500000	5599999	4	rect	green
chr7	5600000	5699999	5	rect	green
chr7	5700000	5799999	3	rect	green
chr7	5800000	5899999	2	rect	green
chr7	5900000	5999999	1	rect	green
chr7	6000000	6099999	2	rect	green
chr7	6200000	6299999	2	rect	green
chr7	6300000	6399999	6	rect	green
chr7	6400000	6499999	2	rect	green
chr7	6500000	6599999	1	rect	green
chr7	6600000	6699999	2	rect	green
chr7	6700000	6799999	5	rect	green
chr7	6800000	6899999	2	rect	green
chr7	6900000	6999999	4	rect	green
chr7	7000000	7099999	3	rect	green
chr7	7100000	7199999	2	rect	green
chr7	7200000	7299999	2	rect	green
chr7	7300000	7399999	9	rect	green
chr7	7400000	7499999	7	rect	green
chr7	7500000	7599999	2	rect	green
chr7	7600000	7699999	2	rect	green
chr7	7700000	7799999	2	rect	green
chr7	7800000	7899999	2	rect	green
chr7	7900000	7999999	3	rect	green
chr7	8000000	8099999	2	rect	green
chr7	8200000	8299999	3	rect	green
chr7	8400000	8499999	2	rect	green
chr7	8500000	8599999	3	rect	green
chr7	8600000	8699999	1	rect	green
chr7	8700000	8799999	4	rect	green
chr7	8800000	8899999	2	rect	green
chr7	8900000	8999999	3	rect	green
chr7	9000000	9099999	1	rect	green
chr7	9100000	9199999	4	rect	green
chr7	9200000	9299999	1	rect	green
chr7	9300000	9399999	1	rect	green
chr7	9400000	9499999	1	rect	green
chr7	9600000	9699999	1	rect	green
chr7	9700000	9799999	5	rect	green
chr7	9800000	9899999	6	rect	green
chr7	9900000	9999999	2	rect	green
chr7	10000000	10099999	3	rect	green
chr7	10100000	10199999	1	rect	green
chr7	10200000	10299999	3	rect	green
chr7	10300000	10399999	3	rect	green
chr7	10400000	10499999	3	rect	green
chr7	10500000	10599999	4	rect	green
chr7	10600000	10699999	2	rect	green
chr7	10700000	10799999	1	rect	green
chr7	10800000	10899999	3	rect	green
chr7	10900000	10999999	5	rect	green
chr7	11000000	11099999	4	rect	green
chr7	11200000	11299999	2	rect	green
chr7	11300000	11399999	3	rect	green
chr7	11400000	11499999	1	rect	green
chr7	11500000	11599999	2	rect	green
chr7	11600000	11699999	1	rect	green
chr7	11700000	11799999	3	rect	green
chr7	11900000	11999999	1	rect	green
chr7	12000000	12099999	3	rect	green
chr7	12100000	12199999	2	rect	green
chr7	12200000	12299999	2	rect	green
chr7	12300000	12399999	2	rect	green
chr7	12400000	12499999	1	rect	green
chr7	12500000	12599999	1	rect	green
chr7	12600000	12699999	2	rect	green
chr7	12700000	12799999	4	rect	green
chr7	12800000	12899999	4	rect	green
chr7	12900000	12999999	3	rect	green
chr7	13100000	13199999	2	rect	green
chr7	13200000	13299999	1	rect	green
chr7	13300000	13399999	5	rect	green
chr7	13400000	13499999	5	rect	green
chr7	13500000	13599999	2	rect	green
chr7	13600000	13699999	2	rect	green
chr7	13700000	13799999	1	rect	green
chr7	13800000	13899999	1	rect	green
chr7	13900000	13999999	1	rect	green
chr7	14000000	14099999	2	rect	green
chr7	14100000	14199999	1	rect	green
chr7	14200000	14299999	1	rect	green
chr7	14300000	14399999	3	rect	green
chr7	14400000	14499999	2	rect	green
chr7	14500000	14599999	1	rect	green
chr7	14600000	14699999	1	rect	green
chr7	14700000	14799999	2	rect	green
chr7	14800000	14899999	4	rect	green
chr7	14900000	14999999	3	rect	green
chr7	15000000	15099999	4	rect	green
chr7	15100000	15199999	1	rect	green
chr7	15200000	15299999	3	rect	green
chr7	15500000	15599999	1	rect	green
chr7	15600000	15699999	1	rect	green
chr7	15700000	15799999	1	rect	green
chr7	15800000	15899999	1	rect	green
chr7	15900000	15999999	1	rect	green
chr7	16000000	16099999	1	rect	green
chr7	16100000	16199999	2	rect	green
chr7	16200000	16299999	2	rect	green
chr7	16300000	16399999	1	rect	green
chr7	16400000	16499999	2	rect	green
chr7	16500000	16599999	1	rect	green
chr7	16600000	16699999	6	rect	green
chr7	16700000	16799999	2	rect	green
chr7	16800000	16899999	4	rect	green
chr7	16900000	16999999	1	rect	green
chr7	17000000	17099999	3	rect	green
chr7	17100000	17199999	1	rect	green
chr7	17200000	17299999	4	rect	green
chr7	17300000	17399999	4	rect	green
chr7	17400000	17499999	3	rect	green
chr7	17500000	17599999	5	rect	green
chr7	17600000	17699999	3	rect	green
chr7	17700000	17799999	1	rect	green
chr7	17800000	17899999	1	rect	green
chr7	17900000	17999999	2	rect	green
chr7	18000000	18099999	4	rect	green
chr7	18100000	18199999	2	rect	green
chr7	18200000	18299999	1	rect	green
chr7	18300000	18399999	3	rect	green
chr7	18400000	18499999	1	rect	green
chr7	18500000	18599999	2	rect	green
chr7	18700000	18799999	5	rect	green
chr7	18800000	18899999	4	rect	green
chr7	18900000	18999999	2	rect	green
chr7	19000000	19099999	1	rect	green
chr7	19100000	19199999	3	rect	green
chr7	19200000	19299999	1	rect	green
chr7	19300000	19399999	2	rect	green
chr7	19400000	19499999	2	rect	green
chr7	19500000	19599999	2	rect	green
chr7	19700000	19799999	2	rect	green
chr7	19800000	19899999	1	rect	green
chr7	19900000	19999999	2	rect	green
chr7	20000000	20099999	2	rect	green
chr7	20200000	20299999	1	rect	green
chr7	20300000	20399999	3	rect	green
chr7	20400000	20499999	5	rect	green
chr7	20500000	20599999	2	rect	green
chr7	20600000	20699999	2	rect	green
chr7	20700000	20799999	2	rect	green
chr7	20800000	20899999	1	rect	green
chr7	20900000	20999999	1	rect	green
chr7	21000000	21099999	2	rect	green
chr7	21100000	21199999	2	rect	green
chr7	21200000	21299999	3	rect	green
chr7	21300000	21399999	2	rect	green
chr7	21400000	21499999	1	rect	green
chr7	21500000	21599999	1	rect	green
chr7	21700000	21799999	2	rect	green
chr7	21800000	21899999	1	rect	green
chr7	21900000	21999999	1	rect	green
chr7	22100000	22199999	2	rect	green
chr8	400000	499999	1	rect	green
chr8	600000	699999	2	rect	green
chr8	800000	899999	3	rect	green
chr8	1000000	1099999	2	rect	green
chr8	1100000	1199999	3	rect	green
chr8	1200000	1299999	4	rect	green
chr8	1300000	1399999	1	rect	green
chr8	1400000	1499999	3	rect	green
chr8	1500000	1599999	3	rect	green
chr8	1600000	1699999	1	rect	green
chr8	1700000	1799999	2	rect	green
chr8	1800000	1899999	3	rect	green
chr8	1900000	1999999	4	rect	green
chr8	2000000	2099999	2	rect	green
chr8	2100000	2199999	1	rect	green
chr8	2200000	2299999	3	rect	green
chr8	2300000	2399999	1	rect	green
chr8	2400000	2499999	2	rect	green
chr8	2500000	2599999	2	rect	green
chr8	2600000	2699999	1	rect	green
chr8	2700000	2799999	3	rect	green
chr8	2800000	2899999	1	rect	green
chr8	2900000	2999999	1	rect	green
chr8	3000000	3099999	2	rect	green
chr8	3100000	3199999	2	rect	green
chr8	3200000	3299999	1	rect	green
chr8	3300000	3399999	5	rect	green
chr8	3400000	3499999	4	rect	green
chr8	3500000	3599999	1	rect	green
chr8	3600000	3699999	5	rect	green
chr8	3700000	3799999	3	rect	green
chr8	3800000	3899999	1	rect	green
chr8	3900000	3999999	2	rect	green
chr8	4000000	4099999	3	rect	green
chr8	4100000	4199999	5	rect	green
chr8	4200000	4299999	1	rect	green
chr8	4400000	4499999	1	rect	green
chr8	4500000	4599999	1	rect	green
chr8	4600000	4699999	3	rect	green
chr8	4700000	4799999	2	rect	green
chr8	4800000	4899999	2	rect	green
chr8	5000000	5099999	1	rect	green
chr8	5100000	5199999	3	rect	green
chr8	5200000	5299999	1	rect	green
chr8	5300000	5399999	7	rect	green
chr8	5400000	5499999	3	rect	green
chr8	5500000	5599999	2	rect	green
chr8	5600000	5699999	1	rect	green
chr8	5800000	5899999	5	rect	green
chr8	5900000	5999999	4	rect	green
chr8	6000000	6099999	2	rect	green
chr8	6100000	6199999	6	rect	green
chr8	6200000	6299999	3	rect	green
chr8	6300000	6399999	4	rect	green
chr8	6400000	6499999	4	rect	green
chr8	6500000	6599999	3	rect	green
chr8	6600000	6699999	3	rect	green
chr8	6700000	6799999	2	rect	green
chr8	6800000	6899999	3	rect	green
chr8	6900000	6999999	4	rect	green
chr8	7000000	7099999	3	rect	green
chr8	7200000	7299999	2	rect	green
chr8	7300000	7399999	1	rect	green
chr8	7400000	7499999	1	rect	green
chr8	7700000	7799999	3	rect	green
chr8	7800000	7899999	6	rect	green
chr8	7900000	7999999	2	rect	green
chr8	8000000	8099999	1	rect	green
chr8	8100000	8199999	3	rect	green
chr8	8200000	8299999	5	rect	green
chr8	8300000	8399999	5	rect	green
chr8	8400000	8499999	3	rect	green
chr8	8500000	8599999	5	rect	green
chr8	8600000	8699999	2	rect	green
chr8	8700000	8799999	2	rect	green
chr8	8800000	8899999	2	rect	green
chr8	8900000	8999999	3	rect	green
chr8	9000000	9099999	3	rect	green
chr8	9100000	9199999	2	rect	green
chr8	9200000	9299999	1	rect	green
chr8	9400000	9499999	3	rect	green
chr8	9600000	9699999	1	rect	green
chr8	9700000	9799999	2	rect	green
chr8	9900000	9999999	2	rect	green
chr8	10000000	10099999	4	rect	green
chr8	10100000	10199999	4	rect	green
chr8	10200000	10299999	1	rect	green
chr8	10300000	10399999	2	rect	green
chr8	10400000	10499999	2	rect	green
chr8	10500000	10599999	2	rect	green
chr8	10700000	10799999	2	rect	green
chr8	10800000	10899999	3	rect	green
chr8	11000000	11099999	4	rect	green
chr8	11100000	11199999	2	rect	green
chr8	11200000	11299999	1	rect	green
chr8	11300000	11399999	3	rect	green
chr8	11400000	11499999	2	rect	green
chr8	11500000	11599999	1	rect	green
chr8	11600000	11699999	5	rect	green
chr8	11800000	11899999	5	rect	green
chr8	12100000	12199999	2	rect	green
chr8	12200000	12299999	1	rect	green
chr8	12300000	12399999	2	rect	green
chr8	12400000	12499999	4	rect	green
chr8	12800000	12899999	2	rect	green
chr8	12900000	12999999	1	rect	green
chr8	13000000	13099999	1	rect	green
chr8	13100000	13199999	1	rect	green
chr8	13200000	13299999	2	rect	green
chr8	13300000	13399999	3	rect	green
chr8	13400000	13499999	2	rect	green
chr8	13500000	13599999	3	rect	green
chr8	13600000	13699999	2	rect	green
chr8	13900000	13999999	3	rect	green
chr8	14000000	14099999	1	rect	green
chr8	14200000	14299999	1	rect	green
chr8	14300000	14399999	2	rect	green
chr8	14400000	14499999	1	rect	green
chr8	14500000	14599999	4	rect	green
chr8	14600000	14699999	5	rect	green
chr8	14700000	14799999	8	rect	green
chr8	14800000	14899999	8	rect	green
chr8	14900000	14999999	4	rect	green
chr8	15000000	15099999	3	rect	green
chr8	15100000	15199999	2	rect	green
chr8	15200000	15299999	4	rect	green
chr8	15300000	15399999	2	rect	green
chr8	15400000	15499999	2	rect	green
chr8	15500000	15599999	2	rect	green
chr8	15600000	15699999	2	rect	green
chr8	15700000	15799999	3	rect	green
chr8	15800000	15899999	4	rect	green
chr8	15900000	15999999	4	rect	green
chr8	16100000	16199999	3	rect	green
chr8	16200000	16299999	5	rect	green
chr8	16300000	16399999	1	rect	green
chr8	16500000	16599999	2	rect	green
chr8	16600000	16699999	2	rect	green
chr8	16700000	16799999	2	rect	green
chr8	16800000	16899999	5	rect	green
chr8	16900000	16999999	1	rect	green
chr8	17300000	17399999	4	rect	green
chr8	17500000	17599999	4	rect	green
chr8	17600000	17699999	1	rect	green
chr8	17700000	17799999	2	rect	green
chr8	18000000	18099999	1	rect	green
chr8	18100000	18199999	2	rect	green
chr8	18200000	18299999	4	rect	green
chr8	18400000	18499999	5	rect	green
chr8	18500000	18599999	1	rect	green
chr8	18600000	18699999	4	rect	green
chr8	18700000	18799999	2	rect	green
chr8	18800000	18899999	2	rect	green
chr8	18900000	18999999	2	rect	green
chr8	19100000	19199999	4	rect	green
chr8	19200000	19299999	4	rect	green
chr8	19400000	19499999	3	rect	green
chr8	19500000	19599999	4	rect	green
chr8	19600000	19699999	2	rect	green
chr8	19700000	19799999	1	rect	green
chr8	19800000	19899999	2	rect	green
chr8	19900000	19999999	1	rect	green
chr8	20000000	20099999	3	rect	green
chr8	20100000	20199999	2	rect	green
chr8	20200000	20299999	2	rect	green
chr8	20300000	20399999	2	rect	green
chr8	20400000	20499999	4	rect	green
chr8	20600000	20699999	2	rect	green
chr8	20700000	20799999	2	rect	green
chr8	20800000	20899999	4	rect	green
chr9	300000	399999	1	rect	green
chr9	400000	499999	1	rect	green
chr9	900000	999999	1	rect	green
chr9	1000000	1099999	2	rect	green
chr9	1100000	1199999	1	rect	green
chr9	1200000	1299999	1	rect	green
chr9	1300000	1399999	2	rect	green
chr9	1400000	1499999	2	rect	green
chr9	1500000	1599999	2	rect	green
chr9	1600000	1699999	5	rect	green
chr9	1700000	1799999	3	rect	green
chr9	1900000	1999999	4	rect	green
chr9	2000000	2099999	1	rect	green
chr9	2100000	2199999	2	rect	green
chr9	2200000	2299999	3	rect	green
chr9	2300000	2399999	2	rect	green
chr9	2500000	2599999	1	rect	green
chr9	2600000	2699999	2	rect	green
chr9	2700000	2799999	4	rect	green
chr9	2800000	2899999	3	rect	green
chr9	2900000	2999999	2	rect	green
chr9	3000000	3099999	1	rect	green
chr9	3100000	3199999	2	rect	green
